ID,Airport,Airline,Age,Gender,Nationality,TripPurpose,TripDuration,FlyingCompanion,ProvinceResidence,GroupTravel,NoTripsLastYear,FrequentFlightDestination,Destination,FlightNo,DepartureHr,DepartureMn,DepartureTime,SeatClass,Airfare,NoTransport,ModeTransport,AccessCost,AccessTime,Occupation,Income,MileageAirline,Mileage
184,1,1,55,2,1,1,5,2,3,2,2,2,1,KE5885,16,33,2,1,28,2,3,2000,30,12,,,
185,1,1,59,2,1,1,60,2,1,2,0,1,3,KE622,20,10,3,1,,2,2,5000,15,12,,,
186,1,1,54,1,1,2,60,0,1,2,1,1,3,KE629,18,5,3,1,82,1,2,4000,20,2,4,1,33054
187,1,3,63,2,1,1,5,2,1,2,1,1,3,7C2401,21,55,4,1,58,2,1,,,12,,,
188,1,,68,2,1,4,7,3,1,2,0,5,3,,20,5,3,1,50,2,2,2400,5,12,,,
189,1,3,80,2,1,1,7,3,1,2,0,1,3,,20,5,3,1,50,2,1,,,12,,,
190,1,2,35,1,1,1,12,1,1,2,5,1,3,OZ751,16,10,2,1,30,1,5,2000,30,2,4,2,50000
191,1,1,50,1,1,1,5,6,1,1,3,1,3,,20,20,3,2,50,1,5,,,5,6,1,80000
192,1,2,62,1,1,1,7,1,2,2,0,2,1,OZ367,20,0,3,1,,1,1,,,2,5,,
193,1,2,19,1,1,1,6,8,2,1,0,1,1,,20,0,3,1,78,1,1,,60,8,3,4,
194,1,1,43,1,4,1,7,2,3,2,1,1,3,KE651,17,40,2,1,70,2,2,10000,20,12,,,
195,1,4,30,1,1,1,7,1,1,2,2,1,1,CZ370,20,30,3,1,50,2,5,1000,,12,,,
196,1,2,55,2,1,1,6,1,5,1,2,2,1,,8,30,3,2,66,2,8,50000,,12,,,
197,1,1,35,1,1,1,5,2,5,2,1,1,3,KE631,20,35,3,1,45,2,8,24000,65,12,,,
198,1,4,30,2,1,1,7,2,8,2,7,1,1,CZ370,20,30,3,2,50,1,5,,,2,3,4,
199,1,3,27,,1,1,15,0,1,2,0,1,3,040CT,19,35,3,1,40,1,5,2000,,8,1,4,
200,1,4,42,1,1,1,3,3,1,2,2,5,2,JW892,17,45,2,1,20,1,1,,,2,5,,
201,1,1,67,2,1,1,6,1,5,2,1,3,3,,5,40,2,1,,1,8,50000,180,7,2,4,
202,1,2,45,1,1,2,90,1,5,2,4,1,1,OZ377,17,0,2,1,45,2,1,10000,60,12,,,
203,1,4,27,2,1,1,15,1,8,2,3,1,3,,6,5,2,1,50,2,2,8000,30,12,,,
204,1,1,35,1,5,1,4,0,1,2,6,6,3,KE641,18,40,3,1,50,1,2,5900,10,4,4,2,
205,1,4,21,2,4,1,6,0,1,2,0,2,3,,11,45,4,1,27,2,3,1100,25,12,,,
206,1,1,23,2,4,4,100,1,1,2,2,1,3,KE631,20,35,3,1,56,1,6,16000,60,8,5,4,
207,1,3,29,1,1,2,5,3,1,2,2,6,3,,,,1,1,40,1,2,6000,20,2,4,,
208,1,4,43,2,1,1,20,2,3,1,3,1,1,FM828,18,10,3,1,35,2,4,,60,12,,,
209,1,4,52,2,1,1,6,12,3,1,1,1,3,,9,20,1,3,,2,2,8500,30,12,,,
210,1,3,43,2,1,1,5,3,3,2,1,"1,3",2,7C1402,15,30,2,1,11,1,1,30000,90,7,4,1,65744
211,1,1,51,1,1,1,4,11,3,1,1,1,3,,17,40,2,1,,1,1,,,12,,1,428
212,1,,61,2,2,1,415,2,1,1,1,1,,,,,1,1,,2,5,3500,90,9,3,2,
213,1,1,22,2,1,1,10,0,1,2,1,6,1,,,,2,1,57,1,5,4500,80,3,3,4,
214,1,,,1,1,1,365,9,1,1,2,7,,,,,4,1,80,2,1,,,2,3,2,
215,1,4,30,2,1,1,15,3,3,2,2,1,3,,,,1,1,,1,5,,,2,2,,
216,1,2,23,2,1,1,37,10,1,2,2,3,2,,21,0,4,1,52,1,5,1200,60,8,2,4,
217,1,1,30,2,1,1,4,2,3,2,2,3,2,,,,4,1,,1,5,,,12,,,
218,1,2,37,2,1,1,10,3,3,1,1,1,3,OZ747,20,0,3,1,100,2,5,20,,12,,,
219,1,1,33,2,1,1,3,2,3,2,1,1,3,KE631,20,35,3,1,,1,6,,,12,2,,
220,1,2,29,2,2,1,20,1,3,1,0,2,1,OZ367,8,,3,1,52,1,1,,90,3,3,2,
221,1,1,50,2,1,1,4,2,3,2,4,"1,2",3,KE659,20,20,3,1,50,1,1,,60,5,4,1,140000
222,1,2,25,2,1,3,99,1,3,2,1,3,2,OZ178,9,,4,1,30,2,3,1050,20,12,,,
223,1,4,23,1,1,3,365,1,1,2,1,2,1,,18,50,3,1,,1,5,,80,8,3,,
224,1,1,20,2,1,1,15,1,3,2,1,3,2,KKE719,20,55,3,1,36,2,3,1050,30,12,,,
225,1,2,27,2,1,1,5,2,1,2,1,1,3,OZ757,20,20,3,1,,2,5,,,12,,,
226,1,2,22,2,1,1,8,4,6,2,1,1,1,OZ3195,20,30,3,1,40,1,4,,390,8,2,,
227,1,2,62,2,1,1,3,6,3,1,1,1,1,OZ367,20,0,3,1,,1,9,,,9,1,,
228,1,4,53,2,1,1,7,4,3,1,1,1,3,TG657,,,4,1,50,1,1,,90,2,2,1,1500
229,1,1,41,2,1,1,4,3,3,1,1,1,3,KE659,20,20,3,1,,1,5,,,12,2,1,34000
230,1,4,52,2,1,1,7,4,1,1,1,1,3,TG657,,,4,1,50,1,1,,90,7,2,1,120000
231,1,2,60,2,1,1,3,4,3,1,1,1,1,OZ749,20,10,3,1,,1,5,,120,9,1,,
232,1,4,41,2,1,1,4,3,3,2,3,"1,2,3",3,PR469,20,45,3,1,20,3,2,,,12,,,
233,1,4,45,1,1,2,14,2,2,2,6,"2,3",1,CA5024,20,0,3,1,34,1,2,,,5,3,4,
234,1,2,37,1,1,1,10,5,1,2,3,1,3,OZ709,8,20,4,1,40,1,1,,50,1,3,2,40000
235,1,2,22,1,1,3,180,0,1,2,0,7,1,OZ307,20,0,3,1,,2,5,,,8,3,4,
236,1,2,25,2,1,3,730,0,1,2,0,7,2,OZ178,21,0,4,1,,1,5,4000,40,8,2,4,
237,1,1,27,2,1,1,6,2,1,1,0,1,4,KE629,18,5,3,1,,1,2,11000,30,2,3,,
238,1,2,33,2,1,1,4,4,1,2,1,1,3,,20,20,3,1,,1,6,15000,60,2,2,4,
239,1,3,43,2,1,1,5,7,1,2,2,1,3,,8,4,3,1,70,1,1,,,7,2,4,
240,2,2,44,1,3,1,10,1,3,2,3,3,2,OZ1044,15,30,2,1,70,1,1,,60,7,3,,
241,2,2,45,2,1,1,7,0,8,2,4,3,2,OZ1045,15,30,2,1,70,1,1,,60,12,7,,
242,2,3,58,2,1,1,10,1,8,2,5,3,2,7C1482,14,30,2,1,23,1,2,17000,40,9,1,4,
243,2,4,20,1,2,3,50,2,1,2,2,2,1,,19,50,3,3,67,2,5,1650,40,1,1,2,
244,2,2,32,1,1,2,90,1,4,2,2,2,1,oz362,16,,2,1,30,1,2,8400,80,12,,,
245,2,2,76,1,1,4,4,2,3,2,0,3,2,,,,3,,24,1,1,,90,11,1,,
246,2,4,26,1,2,3,50,0,8,2,1,2,1,,19,45,3,1,30,1,6,10000,40,8,1,4(????),1200
247,2,4,40,1,1,2,120,7,5,2,6,2,1,fm824,19,55,3,2,89,1,1,,30,2,6,,
248,2,4,19,2,5,1,4,1,8,2,3,3,1,,19,45,3,1,,1,3,5000,60,8,4,4,
249,2,4,27,2,2,1,5,2,8,2,2,"1,2",1,MU9824,19,45,3,1,86,1,2,22800,60,2,3,4,
250,2,2,60,2,1,3,365,0,8,2,2,3,2,1166,20,,3,1,,1,2,20000,40,9,,3,
251,2,4,45,1,2,2,4,0,8,2,7,"2,3",1,mu,19,30,3,1,87,1,2,20600,30,5,,4(????),100000
252,2,1,37,1,3,2,4,1,8,2,2,6,2,KE2711,19,,3,1,70,1,1,,90,1,,,
253,2,4,55,1,1,2,3,0,1,2,5,2,1,MU9824,19,45,3,1,50,1,1,,60,1,5,1,110000
254,2,4,23,2,2,1,7,1,8,2,0,2,1,,19,20,3,1,24,1,5,2000,30,2,3,4,
255,2,4,23,2,2,1,7,1,8,2,0,2,1,,19,20,3,,24,1,5,2000,30,2,3,4,
256,2,4,62,1,1,1,9,1,1,2,1,3,2,,19,15,3,1,20,1,5,4000,60,10,3,4,
257,2,4,60,2,1,1,9,1,1,2,2,2,2,,19,15,3,1,20,1,5,4000,60,9,3,2,
258,2,2,25,1,1,1,365,4,1,2,2,1,2,,,,3,1,,1,1,,40,8,7,,
259,2,2,40,,1,1,7,1,4,2,3,3,2,,16,15,2,1,34.14,1,3,11700,120,7,2,,
260,2,1,50,2,1,1,5,1,8,2,5,3,2,ke2709,16,30,2,1,40,1,2,23500,30,9,5,1,170000
261,2,2,53,1,5,2,3,4,1,2,4,"1,2,3",2,nh1164,16,15,2,1,35,1,2,15000,60,1,3,,
262,2,2,39,2,5,2,3,3,3,2,6,"3,6",2,nh1164,16,15,2,1,35,1,1,,25,1,4,"1,2,3",
263,2,2,17,1,1,3,7,1,8,2,1,2,1,OZ3615,16,,2,1,,1,1,,60,12,,,
264,2,2,21,2,1,1,30,0,3,2,2,2,1,OZ3615,16,,2,1,,1,6,12000,90,8,3,2,20000
265,2,1,43,1,5,1,5,4,8,2,5,1,1,8125,16,15,2,1,37,1,2,14400,60,6,,,
266,2,,29,1,1,4,31,1,7,2,0,7,4,,19,,3,1,,1,1,,90,12,1,4,
267,2,2,50,1,1,2,3,0,8,2,10,1,2,OZ1085,20,,3,2,50,1,2,50000,60,5,5,,
268,2,2,20,1,1,1,4,0,3,2,1,3,2,OZ1085,20,,3,1,50,1,5,2000,40,8,2,,
269,2,2,28,2,1,1,3,1,1,2,4,3,2,OZ1143,17,50,2,1,50,1,1,,40,2,4,1,42000
270,2,2,32,1,1,2,5,1,8,2,3,3,2,,20,,3,1,70,1,8,25000,60,2,4,2,3000
271,2,2,39,2,3,1,99,2,1,2,3,3,2,1085,20,,3,1,35,1,2,14000,30,2,4,2,7000
272,2,1,19,1,1,3,2,2,1,2,3,6,2,,19,,3,1,,1,2,20000,60,8,3,,
273,2,1,50,1,3,2,4,34,2,1,2,"3,5",2,,20,30,3,1,30,1,5,1250,50,5,3,2,12000
274,2,2,40,2,4,1,99,2,1,2,4,1,2,,20,1,3,1,,1,2,23000,60,11,3,2,2000
275,2,2,35,1,3,2,3,1,8,2,15,3,2,nh1166,20,15,3,1,90,1,2,27000,70,1,5,1,50000
276,2,2,23,1,1,1,7,0,1,2,1,3,2,,19,30,3,1,30,1,5,1500,30,8,1,,
277,2,2,27,1,1,2,7,1,1,2,2,3,2,oz9104,20,5,3,1,40,1,5,1500,20,2,2,1,50000
278,2,2,54,2,1,1,35,0,8,2,1,"4,5",4,oz222,10,,1,1,,1,1,,20,3,4,1,39000
279,2,4,48,1,1,2,7,4,8,2,10,2,1,mu,19,20,3,1,78,2,6,50300,50,2,4,,
280,2,2,26,1,3,1,5,1,1,2,2,4,2,,,,3,1,40,1,5,1200,40,2,5,2,30000
281,2,2,30,2,1,4,7,1,2,2,3,2,1,OZ3615,16,,2,1,42,1,1,10000,40,8,2,,
282,2,2,32,1,1,2,7,1,1,2,6,2,1,OZ3615,16,,2,1,42,1,1,10000,,2,2,,
283,2,1,36,1,1,2,3,0,1,2,2,4,2,ke2727,16,55,2,1,,1,2,12000,20,5,6,1,31184
284,2,1,34,2,1,4,365,0,8,2,5,"2,5",1,ke2815,16,15,2,1,,1,11,75000,60,12,4,,
285,2,1,49,2,1,1,4,1,8,2,0,3,2,,16,20,2,1,,1,1,,40,1,,,
286,2,2,30,1,1,2,100,1,3,2,4,2,1,,16,,2,1,40,1,3,2800,4,1,3,,
287,2,2,60,2,1,1,2,1,5,2,2,3,2,oz1045,15,30,2,1,,2,8,60000,180,11,2,,
288,2,2,35,1,1,1,7,0,2,2,4,3,2,nh1166,20,5,3,2,64,2,2,3300,20,12,1,2,800
289,2,4,40,1,1,4,99,1,8,2,5,2,1,,19,40,3,1,26,1,2,23000,30,2,4,,
290,2,1,44,2,1,2,7,28,8,2,12,3,2,,19,,3,2,58,1,1,20000,30,7,6,1,18000
291,2,2,40,2,1,1,3,11,1,2,0,1,2,,17,40,2,1,,1,1,,45,9,2,,
292,2,1,68,1,3,2,8,2,8,2,2,"2,3",2,ke2711,19,,3,1,,1,3,10000,50,5,4,1,26561
293,2,1,55,1,1,2,365,1,8,2,20,"2,4",1,,16,15,2,2,100,1,10,98000,50,1,7,1,10000
294,2,3,28,1,1,1,3,3,1,2,4,1,3,TW7667,11,,1,1,30,1,3,1050,20,2,3,4,
295,2,1,37,2,1,4,2,0,1,1,1,1,1,KE2851,9,30,1,1,50,1,5,1550,90,1,2,4,
296,2,2,30,2,2,1,7,1,1,2,1,2,1,OZ318,13,30,2,1,34,1,5,1500,60,2,1,,
297,2,4,47,1,1,2,10,8,3,2,2,2,1,,12,30,2,1,,1,1,,90,2,3,4,
298,2,2,53,1,1,2,180,1,1,2,3,2,1,OZ,16,,2,1,30,1,3,1000,60,2,2,,
299,2,3,60,2,1,1,3,3,1,2,1,2,3,TW7667,10,30,1,1,30,1,3,,,7,1,4,
300,2,4,66,1,1,2,90,1,1,2,2,3,2,NH1162,12,40,2,2,60,1,1,,20,12,5,3(ANA),
301,2,1,72,2,1,1,4,1,6,1,0,2,1,KE2815,16,15,2,1,45.9,1,1,,150,9,1,4,
302,2,4,32,1,1,1,6,2,3,2,1,1,3,BR155,13,50,2,1,35,1,6,8800,7,5,2,4,
303,2,4,22,2,2,2,30,7,2,2,6,2,1,C8318,12,30,2,1,,1,1,,30,3,,,
304,2,4,28,2,1,1,6,2,3,2,1,1,3,BR155,13,50,2,1,35,1,6,8800,80,9,2,4,
305,2,4,30,2,3,3,99,1,2,2,1,3,2,,12,5,2,1,53,1,1,,20,8,1,4,
306,2,1,47,1,3,4,1,2,3,2,0,7,,,,,1,1,35,1,6,6000,60,7,1,,
307,2,1,23,1,1,2,1,1,1,2,4,3,2,KE2707,9,,1,1,40,1,1,,60,8,,1,
308,2,4,51,1,5,1,8,4,7,2,6,1,4,CA138,9,25,1,1,11,1,6,20000,120,1,5,1,230000
309,2,1,36,2,2,1,30,0,3,2,4,"2,3",1,KA2851,9,30,1,3,50,1,5,1650,40,12,,,
310,2,4,29,2,1,1,4,1,1,2,3,3,2,NH,12,40,2,1,45,2,1,,20,2,4,,
311,2,3,44,2,3,1,7,1,3,2,0,3,2,,14,30,2,3,20,1,6,5100,60,2,1,,
312,2,4,25,2,1,3,90,0,3,2,5,"2,3",2,NH1162,12,40,2,1,50,1,1,,60,8,1,4,
313,2,4,54,1,1,2,1,7,1,1,0,5,2,92,12,5,2,1,66,1,2,,32,5,,,
314,2,,26,1,3,2,15,0,3,2,5,3,,,12,10,2,1,,1,3,6000,10,3,2,,
315,2,3,27,2,5,1,3,2,3,2,2,6,3,7667,11,,1,1,,1,6,,30,2,7,4,
316,2,4,40,1,1,2,3,0,1,2,20,2,1,MU512,12,,2,1,,1,1,,15,5,2,1,15000
317,2,1,74,2,1,1,3,13,3,1,0,2,1,,16,30,2,1,,1,9,,120,9,1,,
318,2,1,68,2,1,1,4,13,3,1,1,1,1,,16,30,2,1,,1,9,,120,9,1,,
319,2,3,60,2,1,3,5,0,8,1,12,3,2,7c1482,,,2,1,19,1,2,12000,20,12,2,3(????),
320,2,4,34,1,1,2,5,1,3,2,2,6,2,,20,,3,1,60,1,2,60000,30,2,5,1,30000
321,2,4,40,1,3,1,2,0,8,2,1,3,2,,20,1,3,1,,1,5,2000,40,2,4,4,
322,2,4,38,2,1,1,4,0,1,2,2,2,1,hv9824,17,45,2,1,32,1,5,2000,20,4,2,3(????),
323,2,3,45,2,3,3,5,1,8,2,1,3,2,7c1482,14,30,2,1,21,1,6,9000,60,2,,3(????),
324,2,3,29,2,1,2,4,3,1,2,1,5,2,7c1482,14,30,2,1,24,1,3,1500,40,5,1,1,
325,2,1,45,1,3,2,3,0,3,2,3,5,2,ke2727,16,55,2,1,25,2,4,2000,30,5,5,"1,2",
326,2,1,61,2,1,1,5,20,6,1,2,3,2,,16,30,2,2,60,1,2,,40,9,,1,
327,2,1,19,1,1,4,3,1,1,2,2,1,2,ke2709,16,30,2,1,40,1,1,2000,90,8,3,1,
328,2,1,33,1,1,2,2,2,1,2,1,2,1,,16,15,2,1,60,1,1,,50,1,5,1,300000
329,2,1,46,1,1,2,9,2,3,2,15,2,1,ke2815,16,15,2,2,,1,1,,30,1,6,1,500000
330,2,1,23,2,1,3,99,0,1,2,2,2,2,,16,30,2,1,45,1,6,10000,60,8,4,1,4000
331,2,4,35,1,3,3,30,0,8,2,15,6,2,JL94,7,15,3,1,200,1,6,10000,180,8,1,"1,2",
332,2,2,42,1,1,1,3,10,1,2,1,3,2,,17,,2,1,,1,1,10000,60,2,2,,
333,2,1,52,2,1,1,5,2,3,2,1,3,2,ke2727,16,55,2,1,20,1,5,2000,60,9,3,,
334,2,1,35,2,1,1,5,2,1,2,2,3,2,ke2711,19,,3,1,20,1,5,,90,8,2,,
335,2,4,24,2,2,1,5,4,8,2,1,3,1,km824,19,45,3,3,,1,5,3000,30,2,,,
336,2,2,34,2,1,1,5,2,8,2,2,3,2,OZ1145,17,50,2,1,30,1,1,,40,10,3,3,17000
337,2,4,27,1,3,2,3,0,8,2,20,3,2,JA091,19,,3,1,,1,2,10000,30,12,2,3(JAL),15000
338,2,4,55,2,3,1,3,2,8,2,2,3,2,1166,20,5,3,1,40,1,5,2000,30,9,2,3(ANA),5000
339,2,2,45,2,1,1,21,0,3,2,3,3,2,OZ1085,20,,3,1,50,2,6,20000,150,9,1,2,35000
340,2,1,59,2,1,1,3,4,3,2,1,2,1,KE5899,19,45,3,1,,1,5,2000,40,9,4,4,
341,2,4,22,1,1,1,5,0,1,2,0,2,2,94,19,15,3,1,33,1,8,,,8,3,4,
342,2,2,43,1,3,2,7,0,8,2,10,3,2,,20,,3,1,18,2,8,50000,120,12,,,
343,2,4,39,2,2,2,1,1,8,2,0,2,1,,19,45,3,1,,1,2,,50,2,2,4,
344,2,2,21,2,4,1,4,1,8,2,0,6,2,OZ1085,20,,3,1,50,1,2,,40,11,1,4,
345,2,4,20,2,3,1,3,2,8,2,0,3,2,NH6984,20,,3,1,40,2,5,,20,8,1,4,
346,2,4,22,2,3,1,3,2,8,2,0,1,2,NH6984,20,,3,1,40,2,5,,20,8,1,4,
347,2,4,23,1,1,1,365,1,1,2,1,3,2,jl974,15,,2,1,45,2,3,,10,8,1,,
348,2,4,21,2,1,1,4,1,3,2,0,3,2,,16,15,2,1,45,1,5,,40,8,1,,
349,2,4,26,2,2,1,6,4,8,2,0,2,1,mu9824,19,45,3,1,,1,8,,,2,1,4,
350,2,4,25,2,2,3,3,0,8,2,0,2,1,mu9824,19,45,3,1,,1,8,,180,2,1,,
351,2,1,62,1,1,1,4,1,1,2,2,3,2,ke5727,15,,2,1,30,1,1,,30,11,4,4,
352,2,1,68,2,1,1,4,13,3,1,0,1,1,ke2815,16,15,2,1,,1,1,,120,9,2,,
353,2,1,62,2,1,1,44,2,3,2,0,2,1,ke2815,16,15,2,1,,1,5,,,7,2,4,
354,2,1,60,2,1,1,4,2,3,2,0,3,2,ke5727,15,,2,1,60,1,6,6000,40,9,1,4,
355,2,1,65,1,1,1,4,2,3,2,0,3,2,ke5727,15,,2,1,60,1,6,6000,40,10,2,4,
356,2,1,70,1,1,1,4,10,6,1,0,3,1,,16,15,2,1,,1,1,,120,10,1,4,
357,2,4,67,2,1,1,4,2,1,2,2,3,1,CZ318,12,30,2,1,,1,5,,15,9,2,,
358,2,4,67,1,1,4,30,0,1,2,3,3,2,,12,40,2,1,40,1,6,2000,60,10,3,2,30000
359,2,2,70,1,1,1,4,6,4,2,1,6,1,OZ3615,15,30,2,1,,1,2,11500,120,12,2,,
360,2,1,50,1,1,2,2,1,1,2,5,2,2,KE5707,12,,2,1,,1,5,1500,,2,4,,
361,2,1,51,1,1,2,1,0,3,2,30,3,2,KE2707,9,,1,1,65,2,2,7000,20,2,6,1,500000
362,2,4,56,2,1,1,5,2,3,2,0,1,2,NH1162,12,15,2,1,32.5,1,6,8000,50,9,3,4,
363,2,4,58,2,1,1,5,1,3,2,0,3,2,7C1482,14,30,2,1,,2,6,,,9,4,,
364,2,4,55,2,1,1,5,2,3,2,0,7,2,NH1162,12,30,2,1,32.5,2,1,,20,9,4,,
365,2,4,55,1,1,1,3,2,1,2,0,3,2,NH1164,16,15,2,1,50,1,2,15000,30,3,4,4,
366,2,4,51,1,1,2,7,1,1,2,4,2,1,,17,20,2,1,40,1,6,6000,,2,5,4,
367,2,3,53,2,1,1,4,4,5,2,1,6,3,TW7607,11,10,1,3,60,3,8,40000,,9,1,4,
368,2,2,53,1,1,2,5,2,3,2,2,3,2,OZ9128,,,1,1,40,1,6,6000,40,2,2,4,
369,2,2,59,1,1,1,3,5,3,2,0,3,2,OZ9102,12,30,2,1,50,1,5,70,10,2,3,4,
370,2,1,60,2,1,1,7,1,1,2,2,"3,4",2,KE2725,,,1,1,100,1,6,6000,30,10,5,1,12000
371,2,4,61,2,1,1,3,0,3,2,3,1,2,NH1162,12,40,2,1,40,1,6,10000,,9,2,4,
372,2,2,62,2,1,1,4,6,4,2,1,2,1,,15,30,2,1,,2,2,10000,20,11,4,,
373,2,4,62,2,1,1,4,6,1,1,2,2,1,CZ318,12,30,2,1,,1,5,,20,9,2,4,
374,2,4,66,1,3,1,4,1,8,2,1,3,2,,16,15,2,1,77,2,5,1300,20,3,2,1,10000
375,2,1,66,2,1,1,4,13,3,1,1,1,1,KE2815,16,15,2,1,,1,11,,120,9,2,4,
376,2,1,60,1,1,2,4,2,1,2,1,3,2,KE5707,12,5,2,1,40,1,3,7000,60,3,,1,
377,2,3,43,2,1,1,3,7,2,1,0,7,3,TW7667,10,30,1,1,,2,5,,,12,1,4,
378,2,1,46,2,1,1,4,3,1,2,2,3,2,,16,15,2,1,,1,9,,90,9,2,4,
379,2,4,43,1,1,1,3,2,1,2,0,3,2,nh1164,16,15,2,1,40,2,2,,15,2,4,1,10000
380,2,4,45,2,1,2,2,2,1,2,0,5,2,NH1164,16,15,2,1,38,2,2,3500,10,9,4,1,10000
381,2,4,44,1,1,1,3,2,1,2,0,3,2,NH1164,16,15,2,1,40,2,5,1500,10,1,5,1,100000
382,2,3,49,2,1,1,4,4,3,2,0,5,3,TW7667,11,10,1,3,60,2,2,2200,,9,1,4,
383,2,2,43,1,3,2,365,0,8,2,2,3,2,OZ9128,15,,2,1,40,1,10,,40,2,2,4,
384,2,2,43,1,2,3,365,0,8,2,10,3,2,,17,50,2,1,33,1,5,,50,5,4,,
385,2,4,41,1,1,2,7,1,8,2,5,2,1,,17,,2,1,33,1,6,6000,,2,4,2,150000
386,2,1,46,1,1,1,4,10,6,1,0,2,1,,16,15,2,1,,1,1,,120,2,3,4,
387,2,1,53,1,1,1,7,5,1,2,0,2,2,KE5707,,,2,1,40,1,1,,,2,4,,
388,2,1,53,2,1,1,4,2,3,1,1,2,1,,9,30,1,1,35,1,2,10000,,7,4,1,11692
389,2,1,57,1,1,2,2,3,1,2,4,2,1,KE2815,16,15,2,2,,1,1,,60,1,5,,
390,2,4,59,1,1,1,3,0,3,2,3,2,2,NH1162,12,40,2,2,5,1,5,3000,120,11,2,4,
391,2,1,56,1,1,4,6,1,1,2,2,3,2,KE2709,16,30,2,1,,1,5,1150,30,10,2,1,
392,2,4,32,1,1,1,3,1,1,2,2,3,2,,16,30,2,1,30,1,2,7000,20,3,2,4,
393,2,1,33,1,2,2,7,1,3,2,15,2,1,KE,16,15,2,1,,2,2,6000,20,1,5,1,30000
394,2,3,38,2,1,1,3,4,7,1,0,1,3,ZE9887,11,,1,1,50,1,4,15700,90,5,2,4,
395,2,3,37,2,1,1,3,4,7,1,1,1,3,ZE9887,11,,1,1,50,1,6,15700,90,7,2,,
396,2,3,30,2,1,1,3,2,2,1,3,6,3,TW7669,11,,1,1,64,2,3,,5,4,3,4,
397,2,4,33,2,1,1,10,0,1,2,1,3,4,JL974,15,,2,1,89,1,5,1150,50,2,1,4,
398,2,4,31,1,1,1,8,1,1,2,2,1,1,CZ318,12,30,2,1,120,1,1,12000,25,2,2,4,
399,2,3,30,2,1,1,4,1,1,2,4,2,3,TW7667,,11,4,1,34,1,2,12000,30,2,1,1,31000
400,2,4,48,2,1,1,4,2,3,2,3,3,2,NH1164,16,15,2,1,,1,5,2000,25,9,2,4,
401,2,4,46,2,1,2,1,2,3,2,2,3,2,NH1162,12,40,2,1,40,1,1,,60,3,3,1,
402,2,1,43,2,1,1,4,3,3,2,2,3,2,KE2727,16,55,2,1,40,1,1,,90,11,3,1,
403,2,3,40,2,1,1,3,7,2,1,1,2,3,TW7667,11,,1,1,,2,1,,30,2,2,,
404,2,3,46,2,1,1,3,7,2,1,0,7,3,TW7667,11,,1,1,,2,1,,30,2,2,2,
405,2,2,42,2,1,1,4,3,3,1,1,6,1,OZ3315,8,50,1,1,,1,1,,,9,3,2,8000
406,2,1,42,2,1,1,4,7,1,1,0,1,1,KE2851,9,30,1,1,,1,1,,20,9,6,2,
407,2,1,43,2,1,4,7,2,1,2,3,2,2,,,,1,1,40,1,6,10000,60,9,3,4,
408,2,4,43,2,1,2,3,4,3,2,5,3,2,JL974,15,,2,2,,1,5,1100,20,1,4,,
409,2,3,25,2,1,1,3,3,3,2,0,6,3,TW7667,11,,1,1,40,1,6,4000,40,2,4,4,
410,2,4,28,2,1,1,8,1,1,2,1,6,1,CA318,12,30,2,1,120,1,1,20000,40,2,5,1,20000
411,2,4,26,1,1,3,140,0,1,2,1,2,1,CA138,9,40,1,1,52,1,1,,45,8,3,1,9400
412,2,4,20,1,1,2,90,2,3,2,3,4,1,318,12,30,2,1,44,2,4,15000,60,12,,,
