ID,Airport,Airline,Age,Gender,Nationality,TripPurpose,TripDuration,FlyingCompanion,ProvinceResidence,GroupTravel,NoTripsLastYear,FrequentFlightDestination,Destination,FlightNo,DepartureHr,DepartureMn,DepartureTime,SeatClass,Airfare,NoTransport,ModeTransport,AccessCost,AccessTime,Occupation,Income,MileageAirline,Mileage,FrequentDestination1,FrequentDestination2,FrequentDestination3,FrequentDestination4,FrequentDestination5,FrequentDestination6,FrequentDestination7,MileageAirline1,MileageAirline2,MileageAirline3,MileageAirline4,MileageAirline5
340,2,1,59,2,1,1,3,4,3,2,1,2,1,KE5899,19,45,3,1,NA,1,5,2e3,40,9,4,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
341,2,4,22,1,1,1,5,0,1,2,0,2,2,94,19,15,3,1,33,1,8,NA,NA,8,3,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
342,2,2,43,1,3,2,7,0,8,2,10,3,2,NA,20,NA,3,1,18,2,8,5e4,120,12,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
343,2,4,39,2,2,2,1,1,8,2,0,2,1,NA,19,45,3,1,NA,1,2,NA,50,2,2,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
344,2,2,21,2,4,1,4,1,8,2,0,6,2,OZ1085,20,NA,3,1,50,1,2,NA,40,11,1,4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
345,2,4,20,2,3,1,3,2,8,2,0,3,2,NH6984,20,NA,3,1,40,2,5,NA,20,8,1,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
346,2,4,22,2,3,1,3,2,8,2,0,1,2,NH6984,20,NA,3,1,40,2,5,NA,20,8,1,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
347,2,4,23,1,1,1,365,1,1,2,1,3,2,jl974,15,NA,2,1,45,2,3,NA,10,8,1,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
348,2,4,21,2,1,1,4,1,3,2,0,3,2,NA,16,15,2,1,45,1,5,NA,40,8,1,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
349,2,4,26,2,2,1,6,4,8,2,0,2,1,mu9824,19,45,3,1,NA,1,8,NA,NA,2,1,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
350,2,4,25,2,2,3,3,0,8,2,0,2,1,mu9824,19,45,3,1,NA,1,8,NA,180,2,1,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
351,2,1,62,1,1,1,4,1,1,2,2,3,2,ke5727,15,NA,2,1,30,1,1,NA,30,11,4,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
352,2,1,68,2,1,1,4,13,3,1,0,1,1,ke2815,16,15,2,1,NA,1,1,NA,120,9,2,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
353,2,1,62,2,1,1,44,2,3,2,0,2,1,ke2815,16,15,2,1,NA,1,5,NA,NA,7,2,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
354,2,1,60,2,1,1,4,2,3,2,0,3,2,ke5727,15,NA,2,1,60,1,6,6e3,40,9,1,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
355,2,1,65,1,1,1,4,2,3,2,0,3,2,ke5727,15,NA,2,1,60,1,6,6e3,40,10,2,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
356,2,1,70,1,1,1,4,10,6,1,0,3,1,NA,16,15,2,1,NA,1,1,NA,120,10,1,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
357,2,4,67,2,1,1,4,2,1,2,2,3,1,CZ318,12,30,2,1,NA,1,5,NA,15,9,2,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
358,2,4,67,1,1,4,30,0,1,2,3,3,2,NA,12,40,2,1,40,1,6,2e3,60,10,3,2,3e4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
359,2,2,70,1,1,1,4,6,4,2,1,6,1,OZ3615,15,30,2,1,NA,1,2,11500,120,12,2,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
360,2,1,50,1,1,2,2,1,1,2,5,2,2,KE5707,12,NA,2,1,NA,1,5,1500,NA,2,4,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
361,2,1,51,1,1,2,1,0,3,2,30,3,2,KE2707,9,NA,1,1,65,2,2,7e3,20,2,6,1,5e5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
362,2,4,56,2,1,1,5,2,3,2,0,1,2,NH1162,12,15,2,1,32.5,1,6,8e3,50,9,3,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
363,2,4,58,2,1,1,5,1,3,2,0,3,2,7C1482,14,30,2,1,NA,2,6,NA,NA,9,4,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
364,2,4,55,2,1,1,5,2,3,2,0,7,2,NH1162,12,30,2,1,32.5,2,1,NA,20,9,4,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA
365,2,4,55,1,1,1,3,2,1,2,0,3,2,NH1164,16,15,2,1,50,1,2,15e3,30,3,4,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
366,2,4,51,1,1,2,7,1,1,2,4,2,1,NA,17,20,2,1,40,1,6,6e3,NA,2,5,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
367,2,3,53,2,1,1,4,4,5,2,1,6,3,TW7607,11,10,1,3,60,3,8,4e4,NA,9,1,4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
368,2,2,53,1,1,2,5,2,3,2,2,3,2,OZ9128,NA,NA,1,1,40,1,6,6e3,40,2,2,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
369,2,2,59,1,1,1,3,5,3,2,0,3,2,OZ9102,12,30,2,1,50,1,5,70,10,2,3,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
370,2,1,60,2,1,1,7,1,1,2,2,"3,4",2,KE2725,NA,NA,1,1,100,1,6,6e3,30,10,5,1,12e3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
371,2,4,61,2,1,1,3,0,3,2,3,1,2,NH1162,12,40,2,1,40,1,6,1e4,NA,9,2,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
372,2,2,62,2,1,1,4,6,4,2,1,2,1,NA,15,30,2,1,NA,2,2,1e4,20,11,4,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
373,2,4,62,2,1,1,4,6,1,1,2,2,1,CZ318,12,30,2,1,NA,1,5,NA,20,9,2,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
374,2,4,66,1,3,1,4,1,8,2,1,3,2,NA,16,15,2,1,77,2,5,1300,20,3,2,1,1e4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
375,2,1,66,2,1,1,4,13,3,1,1,1,1,KE2815,16,15,2,1,NA,1,11,NA,120,9,2,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
376,2,1,60,1,1,2,4,2,1,2,1,3,2,KE5707,12,5,2,1,40,1,3,7e3,60,3,NA,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
377,2,3,43,2,1,1,3,7,2,1,0,7,3,TW7667,10,30,1,1,NA,2,5,NA,NA,12,1,4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
378,2,1,46,2,1,1,4,3,1,2,2,3,2,NA,16,15,2,1,NA,1,9,NA,90,9,2,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
379,2,4,43,1,1,1,3,2,1,2,0,3,2,nh1164,16,15,2,1,40,2,2,NA,15,2,4,1,1e4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
380,2,4,45,2,1,2,2,2,1,2,0,5,2,NH1164,16,15,2,1,38,2,2,3500,10,9,4,1,1e4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
381,2,4,44,1,1,1,3,2,1,2,0,3,2,NH1164,16,15,2,1,40,2,5,1500,10,1,5,1,1e5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
382,2,3,49,2,1,1,4,4,3,2,0,5,3,TW7667,11,10,1,3,60,2,2,2200,NA,9,1,4,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
383,2,2,43,1,3,2,365,0,8,2,2,3,2,OZ9128,15,NA,2,1,40,1,10,NA,40,2,2,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
384,2,2,43,1,2,3,365,0,8,2,10,3,2,NA,17,50,2,1,33,1,5,NA,50,5,4,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
385,2,4,41,1,1,2,7,1,8,2,5,2,1,NA,17,NA,2,1,33,1,6,6e3,NA,2,4,2,15e4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
386,2,1,46,1,1,1,4,10,6,1,0,2,1,NA,16,15,2,1,NA,1,1,NA,120,2,3,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
387,2,1,53,1,1,1,7,5,1,2,0,2,2,KE5707,NA,NA,2,1,40,1,1,NA,NA,2,4,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
388,2,1,53,2,1,1,4,2,3,1,1,2,1,NA,9,30,1,1,35,1,2,1e4,NA,7,4,1,11692,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
389,2,1,57,1,1,2,2,3,1,2,4,2,1,KE2815,16,15,2,2,NA,1,1,NA,60,1,5,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
390,2,4,59,1,1,1,3,0,3,2,3,2,2,NH1162,12,40,2,2,5,1,5,3e3,120,11,2,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
391,2,1,56,1,1,4,6,1,1,2,2,3,2,KE2709,16,30,2,1,NA,1,5,1150,30,10,2,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
392,2,4,32,1,1,1,3,1,1,2,2,3,2,NA,16,30,2,1,30,1,2,7e3,20,3,2,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
393,2,1,33,1,2,2,7,1,3,2,15,2,1,KE,16,15,2,1,NA,2,2,6e3,20,1,5,1,3e4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
394,2,3,38,2,1,1,3,4,7,1,0,1,3,ZE9887,11,NA,1,1,50,1,4,15700,90,5,2,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
395,2,3,37,2,1,1,3,4,7,1,1,1,3,ZE9887,11,NA,1,1,50,1,6,15700,90,7,2,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
396,2,3,30,2,1,1,3,2,2,1,3,6,3,TW7669,11,NA,1,1,64,2,3,NA,5,4,3,4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
397,2,4,33,2,1,1,10,0,1,2,1,3,4,JL974,15,NA,2,1,89,1,5,1150,50,2,1,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
398,2,4,31,1,1,1,8,1,1,2,2,1,1,CZ318,12,30,2,1,120,1,1,12e3,25,2,2,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
399,2,3,30,2,1,1,4,1,1,2,4,2,3,T,W7667,11,4,1,34,1,2,12e3,30,2,1,1,31e3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
400,2,4,48,2,1,1,4,2,3,2,3,3,2,NH1164,16,15,2,1,NA,1,5,2e3,25,9,2,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
401,2,4,46,2,1,2,1,2,3,2,2,3,2,NH1162,12,40,2,1,40,1,1,NA,60,3,3,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
402,2,1,43,2,1,1,4,3,3,2,2,3,2,KE2727,16,55,2,1,40,1,1,NA,90,11,3,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
403,2,3,40,2,1,1,3,7,2,1,1,2,3,TW7667,11,NA,1,1,NA,2,1,NA,30,2,2,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
404,2,3,46,2,1,1,3,7,2,1,0,7,3,TW7667,11,NA,1,1,NA,2,1,NA,30,2,2,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
405,2,2,42,2,1,1,4,3,3,1,1,6,1,OZ3315,8,50,1,1,NA,1,1,NA,NA,9,3,2,8e3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
406,2,1,42,2,1,1,4,7,1,1,0,1,1,KE2851,9,30,1,1,NA,1,1,NA,20,9,6,2,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
407,2,1,43,2,1,4,7,2,1,2,3,2,2,NA,NA,NA,1,1,40,1,6,1e4,60,9,3,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
408,2,4,43,2,1,2,3,4,3,2,5,3,2,JL974,15,NA,2,2,NA,1,5,1100,20,1,4,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
409,2,3,25,2,1,1,3,3,3,2,0,6,3,TW7667,11,NA,1,1,40,1,6,4e3,40,2,4,4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
410,2,4,28,2,1,1,8,1,1,2,1,6,1,CA318,12,30,2,1,120,1,1,2e4,40,2,5,1,2e4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
411,2,4,26,1,1,3,140,0,1,2,1,2,1,CA138,9,40,1,1,52,1,1,NA,45,8,3,1,9400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
412,2,4,20,1,1,2,90,2,3,2,3,4,1,318,12,30,2,1,44,2,4,15e3,60,12,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
413,2,3,31,1,1,1,3,4,1,2,3,6,3,TW7667,11,NA,1,1,39,1,5,1550,60,2,3,1,15e3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
414,2,3,33,2,1,1,3,4,1,2,2,6,3,TW7667,11,NA,1,1,40,1,5,1550,60,2,3,2,5e3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
415,2,3,33,1,1,1,3,4,8,2,2,2,3,TW7667,11,NA,1,1,39,1,3,1100,50,2,2,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
416,2,3,39,2,1,1,3,7,2,1,0,5,3,TW7667,11,NA,1,1,NA,2,1,NA,20,5,1,4,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
417,2,4,30,2,3,1,3,2,3,2,0,3,2,NH1162,12,40,2,1,40,1,1,NA,30,2,2,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
418,2,4,38,1,1,2,3,1,1,2,3,3,2,JL974,15,NA,2,1,NA,1,5,NA,NA,2,2,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
419,2,2,35,2,1,1,4,6,4,1,1,6,1,OZ3615,15,30,2,1,NA,2,2,1e4,20,12,2,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
420,2,4,37,2,3,4,99,0,8,2,2,3,2,974,15,NA,2,1,42,1,1,NA,40,9,3,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
421,2,4,30,2,1,4,14,0,1,2,3,1,2,7C1482,14,30,2,2,42,1,1,NA,70,2,3,1,1e4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
422,2,4,32,2,2,2,5,1,1,2,8,2,1,CA5040,8,40,1,2,NA,1,6,4e3,20,1,6,1,23462,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
423,2,2,35,1,1,4,6,0,4,1,1,1,1,OZ3615,15,30,2,1,NA,2,2,1e4,20,12,2,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
424,2,1,35,2,1,1,4,1,1,2,2,3,2,KE5727,15,NA,2,1,30,1,1,NA,30,4,4,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
425,2,1,34,1,3,2,3,2,1,2,3,1,2,KE5727,16,55,2,1,NA,1,2,15e3,30,5,4,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
426,2,1,39,1,3,2,3,2,1,2,6,"3,4",2,KE5727,16,55,2,1,NA,1,1,NA,60,5,5,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
427,2,4,50,1,2,1,4,3,8,2,7,3,1,NA,19,NA,3,1,20,1,6,7e3,50,1,6,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
428,2,4,23,2,2,1,4,3,8,2,2,3,1,NA,19,NA,3,1,20,1,6,7e3,50,8,6,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
429,2,2,40,1,1,2,7,2,3,2,10,3,2,OZ1045,15,30,2,1,NA,1,1,NA,60,2,2,2,39e3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
430,2,2,42,1,1,2,7,2,3,2,10,3,2,OZ1045,15,30,2,2,NA,1,1,NA,60,2,2,2,39782,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
431,2,1,56,2,1,1,3,14,1,1,1,2,1,KE2815,16,15,2,1,44,1,1,NA,30,6,3,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
432,2,1,29,1,1,1,4,14,1,1,0,7,1,KE2815,16,NA,2,1,NA,2,2,4500,15,2,3,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA
433,2,1,64,2,1,1,4,14,1,1,1,5,1,KE2815,16,15,2,1,44,1,5,1300,40,7,4,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
434,2,1,67,2,1,1,4,14,1,1,2,3,1,KE2815,16,15,2,1,45,1,1,NA,30,9,3,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
435,2,1,59,2,1,1,4,14,1,1,1,5,1,KE2815,16,15,2,1,44,2,1,NA,5,9,2,"1,2",NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
436,2,1,28,1,1,1,4,20,8,1,1,6,1,KE2815,16,15,2,3,37,1,3,7e3,40,6,2,4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
437,2,4,22,2,1,1,8,0,3,2,0,1,3,BR0155,13,20,2,1,30,1,1,NA,40,8,6,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
438,2,1,25,2,1,3,99,0,3,2,1,2,1,KE2815,16,15,2,1,37,1,1,NA,90,8,3,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
439,2,1,21,1,2,4,99,2,8,2,4,3,1,KE2815,16,30,2,1,52,1,2,2e4,40,8,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
440,2,1,22,2,1,4,8,4,1,2,3,1,1,KE5801,12,30,2,1,30,1,5,3e3,10,8,6,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
441,2,4,27,1,1,1,3,2,3,2,0,2,2,NH1162,12,40,2,1,40,1,1,NA,30,6,2,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
442,2,3,26,2,1,2,6,3,6,2,2,1,3,TW7667,11,NA,1,1,50,1,6,23e3,180,12,2,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
443,2,1,26,2,3,3,7,0,1,2,0,3,2,KE2707,9,NA,1,1,60,1,3,1150,40,8,5,1,5320,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
444,2,1,21,2,1,1,4,20,5,1,1,3,2,NA,16,30,2,1,60,1,5,2e3,50,8,3,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
445,2,1,21,2,1,1,5,0,5,2,0,2,1,KE5801,12,30,2,1,NA,1,3,1150,NA,8,4,3,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
446,2,4,24,2,1,1,10,0,3,2,0,2,1,NA,9,25,1,1,NA,1,6,6e3,60,8,3,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
447,2,1,28,2,2,2,4,1,1,2,6,2,1,KE2815,16,15,2,2,50,2,3,1200,20,1,4,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
448,2,1,28,1,1,3,180,0,1,2,0,2,1,KE2815,16,15,2,1,NA,1,5,NA,NA,8,3,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
449,2,1,28,2,2,4,365,2,8,2,2,2,1,KE2815,16,30,2,1,52,1,2,2e4,40,3,2,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
450,2,4,28,1,1,2,7,2,3,2,2,3,2,JL91,12,NA,2,NA,NA,1,3,1e3,20,2,2,2,5e3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
451,2,1,28,1,2,1,4,5,3,1,1,5,1,KE2815,9,30,2,1,35,1,2,1e4,20,12,6,1,15023,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
452,2,1,25,1,1,1,5,2,3,2,0,2,2,KE2727,16,55,2,1,35,1,6,6e3,30,8,1,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
453,2,3,25,2,1,1,3,3,1,2,0,6,3,TW7667,11,NA,1,1,40,1,5,1350,60,2,5,4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
